region_1,region_2,carrier_1,timestep_2,timestep_3,parameter,value
usa,arizona,mobilityPassenger,all,q4p,dem,19.71
usa,arizona,mobilityPassenger,all,q4a,dem,5.61
usa,arkansas,heatHigh,all,q1n,dem,6.18
usa,arkansas,heatHigh,all,q1m,dem,2.87
usa,arkansas,heatHigh,all,q1p,dem,8.67
usa,arkansas,heatHigh,all,q1a,dem,3.51
usa,arkansas,heatHigh,all,q2n,dem,5.85
usa,arkansas,heatHigh,all,q2m,dem,2.87
usa,arkansas,heatHigh,all,q2p,dem,8.67
usa,arkansas,heatHigh,all,q2a,dem,4.02
usa,arkansas,heatHigh,all,q3n,dem,6.18
usa,arkansas,heatHigh,all,q3m,dem,2.87
usa,arkansas,heatHigh,all,q3p,dem,8.67
usa,arkansas,heatHigh,all,q3a,dem,3.51
usa,arkansas,heatHigh,all,q4n,dem,6.5
usa,arkansas,heatHigh,all,q4m,dem,2.87
usa,arkansas,heatHigh,all,q4p,dem,8.67
usa,arkansas,heatHigh,all,q4a,dem,3.01
usa,arkansas,heatLow,all,q1n,dem,2.92
usa,arkansas,heatLow,all,q1m,dem,0.8
usa,arkansas,heatLow,all,q1p,dem,2.69
usa,arkansas,heatLow,all,q1a,dem,0.91
usa,arkansas,heatLow,all,q2n,dem,0.72
usa,arkansas,heatLow,all,q2m,dem,0.54
usa,arkansas,heatLow,all,q2p,dem,0.58
usa,arkansas,heatLow,all,q2a,dem,0.17
usa,arkansas,heatLow,all,q3n,dem,0.14
usa,arkansas,heatLow,all,q3m,dem,0.25
usa,arkansas,heatLow,all,q3p,dem,0.12
usa,arkansas,heatLow,all,q3a,dem,0.01
usa,arkansas,heatLow,all,q4n,dem,2.79
usa,arkansas,heatLow,all,q4m,dem,0.88
usa,arkansas,heatLow,all,q4p,dem,2.57
usa,arkansas,heatLow,all,q4a,dem,0.57
usa,arkansas,mobilityPassenger,all,q1n,dem,4.81
usa,arkansas,mobilityPassenger,all,q1m,dem,6.68
usa,arkansas,mobilityPassenger,all,q1p,dem,8.01
usa,arkansas,mobilityPassenger,all,q1a,dem,5.55
usa,arkansas,mobilityPassenger,all,q2n,dem,2
usa,arkansas,mobilityPassenger,all,q2m,dem,4.67
usa,arkansas,mobilityPassenger,all,q2p,dem,7.68
usa,arkansas,mobilityPassenger,all,q2a,dem,5.52
usa,arkansas,mobilityPassenger,all,q3n,dem,2.23
usa,arkansas,mobilityPassenger,all,q3m,dem,4.67
usa,arkansas,mobilityPassenger,all,q3p,dem,8.14
usa,arkansas,mobilityPassenger,all,q3a,dem,5.45
usa,arkansas,mobilityPassenger,all,q4n,dem,6.46
usa,arkansas,mobilityPassenger,all,q4m,dem,4.58
usa,arkansas,mobilityPassenger,all,q4p,dem,10.33
usa,arkansas,mobilityPassenger,all,q4a,dem,2.94
mexico,bajaCalifornia,heatHigh,2020,q1n,dem,1.88
mexico,bajaCalifornia,heatHigh,2025,q1n,dem,2.11
mexico,bajaCalifornia,heatHigh,2030,q1n,dem,2.36
mexico,bajaCalifornia,heatHigh,2035,q1n,dem,2.65
mexico,bajaCalifornia,heatHigh,2040,q1n,dem,2.97
mexico,bajaCalifornia,heatHigh,2045,q1n,dem,3.32
mexico,bajaCalifornia,heatHigh,2050,q1n,dem,3.72
mexico,bajaCalifornia,heatHigh,2020,q1m,dem,0.88
mexico,bajaCalifornia,heatHigh,2025,q1m,dem,0.98
mexico,bajaCalifornia,heatHigh,2030,q1m,dem,1.1
mexico,bajaCalifornia,heatHigh,2035,q1m,dem,1.23
mexico,bajaCalifornia,heatHigh,2040,q1m,dem,1.38
mexico,bajaCalifornia,heatHigh,2045,q1m,dem,1.54
mexico,bajaCalifornia,heatHigh,2050,q1m,dem,1.73
mexico,bajaCalifornia,heatHigh,2020,q1p,dem,2.64
mexico,bajaCalifornia,heatHigh,2025,q1p,dem,2.96
mexico,bajaCalifornia,heatHigh,2030,q1p,dem,3.31
mexico,bajaCalifornia,heatHigh,2035,q1p,dem,3.71
mexico,bajaCalifornia,heatHigh,2040,q1p,dem,4.16
mexico,bajaCalifornia,heatHigh,2045,q1p,dem,4.66
mexico,bajaCalifornia,heatHigh,2050,q1p,dem,5.22
mexico,bajaCalifornia,heatHigh,2020,q1a,dem,1.07
mexico,bajaCalifornia,heatHigh,2025,q1a,dem,1.2
mexico,bajaCalifornia,heatHigh,2030,q1a,dem,1.34
mexico,bajaCalifornia,heatHigh,2035,q1a,dem,1.51
mexico,bajaCalifornia,heatHigh,2040,q1a,dem,1.69
mexico,bajaCalifornia,heatHigh,2045,q1a,dem,1.89
mexico,bajaCalifornia,heatHigh,2050,q1a,dem,2.12
mexico,bajaCalifornia,heatHigh,2020,q2n,dem,1.78
mexico,bajaCalifornia,heatHigh,2025,q2n,dem,2
mexico,bajaCalifornia,heatHigh,2030,q2n,dem,2.24
mexico,bajaCalifornia,heatHigh,2035,q2n,dem,2.51
mexico,bajaCalifornia,heatHigh,2040,q2n,dem,2.81
mexico,bajaCalifornia,heatHigh,2045,q2n,dem,3.15
mexico,bajaCalifornia,heatHigh,2050,q2n,dem,3.53
mexico,bajaCalifornia,heatHigh,2020,q2m,dem,0.88
mexico,bajaCalifornia,heatHigh,2025,q2m,dem,0.98
mexico,bajaCalifornia,heatHigh,2030,q2m,dem,1.1
mexico,bajaCalifornia,heatHigh,2035,q2m,dem,1.23
mexico,bajaCalifornia,heatHigh,2040,q2m,dem,1.38
mexico,bajaCalifornia,heatHigh,2045,q2m,dem,1.54
mexico,bajaCalifornia,heatHigh,2050,q2m,dem,1.73
mexico,bajaCalifornia,heatHigh,2020,q2p,dem,2.64
mexico,bajaCalifornia,heatHigh,2025,q2p,dem,2.96
mexico,bajaCalifornia,heatHigh,2030,q2p,dem,3.31
mexico,bajaCalifornia,heatHigh,2035,q2p,dem,3.71
mexico,bajaCalifornia,heatHigh,2040,q2p,dem,4.16
mexico,bajaCalifornia,heatHigh,2045,q2p,dem,4.66
mexico,bajaCalifornia,heatHigh,2050,q2p,dem,5.22
mexico,bajaCalifornia,heatHigh,2020,q2a,dem,1.22
mexico,bajaCalifornia,heatHigh,2025,q2a,dem,1.37
mexico,bajaCalifornia,heatHigh,2030,q2a,dem,1.54
mexico,bajaCalifornia,heatHigh,2035,q2a,dem,1.72
mexico,bajaCalifornia,heatHigh,2040,q2a,dem,1.93
mexico,bajaCalifornia,heatHigh,2045,q2a,dem,2.16
mexico,bajaCalifornia,heatHigh,2050,q2a,dem,2.42
mexico,bajaCalifornia,heatHigh,2020,q3n,dem,1.88
mexico,bajaCalifornia,heatHigh,2025,q3n,dem,2.11
mexico,bajaCalifornia,heatHigh,2030,q3n,dem,2.36
mexico,bajaCalifornia,heatHigh,2035,q3n,dem,2.65
mexico,bajaCalifornia,heatHigh,2040,q3n,dem,2.97
mexico,bajaCalifornia,heatHigh,2045,q3n,dem,3.32
mexico,bajaCalifornia,heatHigh,2050,q3n,dem,3.72
mexico,bajaCalifornia,heatHigh,2020,q3m,dem,0.88
mexico,bajaCalifornia,heatHigh,2025,q3m,dem,0.98
mexico,bajaCalifornia,heatHigh,2030,q3m,dem,1.1
mexico,bajaCalifornia,heatHigh,2035,q3m,dem,1.23
mexico,bajaCalifornia,heatHigh,2040,q3m,dem,1.38
mexico,bajaCalifornia,heatHigh,2045,q3m,dem,1.54
mexico,bajaCalifornia,heatHigh,2050,q3m,dem,1.73
mexico,bajaCalifornia,heatHigh,2020,q3p,dem,2.64
mexico,bajaCalifornia,heatHigh,2025,q3p,dem,2.96
mexico,bajaCalifornia,heatHigh,2030,q3p,dem,3.31
mexico,bajaCalifornia,heatHigh,2035,q3p,dem,3.71
mexico,bajaCalifornia,heatHigh,2040,q3p,dem,4.16
mexico,bajaCalifornia,heatHigh,2045,q3p,dem,4.66
mexico,bajaCalifornia,heatHigh,2050,q3p,dem,5.22
mexico,bajaCalifornia,heatHigh,2020,q3a,dem,1.07
mexico,bajaCalifornia,heatHigh,2025,q3a,dem,1.2
mexico,bajaCalifornia,heatHigh,2030,q3a,dem,1.34
mexico,bajaCalifornia,heatHigh,2035,q3a,dem,1.51
mexico,bajaCalifornia,heatHigh,2040,q3a,dem,1.69
mexico,bajaCalifornia,heatHigh,2045,q3a,dem,1.89
mexico,bajaCalifornia,heatHigh,2050,q3a,dem,2.12
mexico,bajaCalifornia,heatHigh,2020,q4n,dem,1.98
mexico,bajaCalifornia,heatHigh,2025,q4n,dem,2.22
mexico,bajaCalifornia,heatHigh,2030,q4n,dem,2.49
mexico,bajaCalifornia,heatHigh,2035,q4n,dem,2.79
mexico,bajaCalifornia,heatHigh,2040,q4n,dem,3.12
mexico,bajaCalifornia,heatHigh,2045,q4n,dem,3.5
mexico,bajaCalifornia,heatHigh,2050,q4n,dem,3.92
mexico,bajaCalifornia,heatHigh,2020,q4m,dem,0.88
mexico,bajaCalifornia,heatHigh,2025,q4m,dem,0.98
mexico,bajaCalifornia,heatHigh,2030,q4m,dem,1.1
mexico,bajaCalifornia,heatHigh,2035,q4m,dem,1.23
mexico,bajaCalifornia,heatHigh,2040,q4m,dem,1.38
mexico,bajaCalifornia,heatHigh,2045,q4m,dem,1.54
mexico,bajaCalifornia,heatHigh,2050,q4m,dem,1.73
mexico,bajaCalifornia,heatHigh,2020,q4p,dem,2.64
mexico,bajaCalifornia,heatHigh,2025,q4p,dem,2.96
mexico,bajaCalifornia,heatHigh,2030,q4p,dem,3.31
mexico,bajaCalifornia,heatHigh,2035,q4p,dem,3.71
mexico,bajaCalifornia,heatHigh,2040,q4p,dem,4.16
mexico,bajaCalifornia,heatHigh,2045,q4p,dem,4.66
mexico,bajaCalifornia,heatHigh,2050,q4p,dem,5.22
mexico,bajaCalifornia,heatHigh,2020,q4a,dem,0.92
mexico,bajaCalifornia,heatHigh,2025,q4a,dem,1.03
mexico,bajaCalifornia,heatHigh,2030,q4a,dem,1.15
mexico,bajaCalifornia,heatHigh,2035,q4a,dem,1.29
mexico,bajaCalifornia,heatHigh,2040,q4a,dem,1.45
mexico,bajaCalifornia,heatHigh,2045,q4a,dem,1.62
mexico,bajaCalifornia,heatHigh,2050,q4a,dem,1.81
mexico,bajaCalifornia,heatLow,2020,q1n,dem,0
mexico,bajaCalifornia,heatLow,2025,q1n,dem,0
mexico,bajaCalifornia,heatLow,2030,q1n,dem,0
mexico,bajaCalifornia,heatLow,2035,q1n,dem,0
mexico,bajaCalifornia,heatLow,2040,q1n,dem,0
mexico,bajaCalifornia,heatLow,2045,q1n,dem,0
mexico,bajaCalifornia,heatLow,2050,q1n,dem,0
mexico,bajaCalifornia,heatLow,2020,q1m,dem,0
mexico,bajaCalifornia,heatLow,2025,q1m,dem,0
mexico,bajaCalifornia,heatLow,2030,q1m,dem,0
mexico,bajaCalifornia,heatLow,2035,q1m,dem,0
mexico,bajaCalifornia,heatLow,2040,q1m,dem,0
mexico,bajaCalifornia,heatLow,2045,q1m,dem,0
mexico,bajaCalifornia,heatLow,2050,q1m,dem,0
mexico,bajaCalifornia,heatLow,2020,q1p,dem,0
mexico,bajaCalifornia,heatLow,2025,q1p,dem,0
mexico,bajaCalifornia,heatLow,2030,q1p,dem,0
mexico,bajaCalifornia,heatLow,2035,q1p,dem,0
mexico,bajaCalifornia,heatLow,2040,q1p,dem,0
mexico,bajaCalifornia,heatLow,2045,q1p,dem,0
mexico,bajaCalifornia,heatLow,2050,q1p,dem,0
mexico,bajaCalifornia,heatLow,2020,q1a,dem,0
mexico,bajaCalifornia,heatLow,2025,q1a,dem,0
mexico,bajaCalifornia,heatLow,2030,q1a,dem,0
mexico,bajaCalifornia,heatLow,2035,q1a,dem,0
mexico,bajaCalifornia,heatLow,2040,q1a,dem,0
mexico,bajaCalifornia,heatLow,2045,q1a,dem,0
mexico,bajaCalifornia,heatLow,2050,q1a,dem,0
mexico,bajaCalifornia,heatLow,2020,q2n,dem,0
mexico,bajaCalifornia,heatLow,2025,q2n,dem,0
mexico,bajaCalifornia,heatLow,2030,q2n,dem,0
mexico,bajaCalifornia,heatLow,2035,q2n,dem,0
mexico,bajaCalifornia,heatLow,2040,q2n,dem,0
mexico,bajaCalifornia,heatLow,2045,q2n,dem,0
mexico,bajaCalifornia,heatLow,2050,q2n,dem,0
mexico,bajaCalifornia,heatLow,2020,q2m,dem,0
mexico,bajaCalifornia,heatLow,2025,q2m,dem,0
mexico,bajaCalifornia,heatLow,2030,q2m,dem,0
mexico,bajaCalifornia,heatLow,2035,q2m,dem,0
mexico,bajaCalifornia,heatLow,2040,q2m,dem,0
mexico,bajaCalifornia,heatLow,2045,q2m,dem,0
mexico,bajaCalifornia,heatLow,2050,q2m,dem,0
mexico,bajaCalifornia,heatLow,2020,q2p,dem,0
mexico,bajaCalifornia,heatLow,2025,q2p,dem,0
mexico,bajaCalifornia,heatLow,2030,q2p,dem,0
mexico,bajaCalifornia,heatLow,2035,q2p,dem,0
mexico,bajaCalifornia,heatLow,2040,q2p,dem,0
mexico,bajaCalifornia,heatLow,2045,q2p,dem,0
mexico,bajaCalifornia,heatLow,2050,q2p,dem,0
mexico,bajaCalifornia,heatLow,2020,q2a,dem,0
mexico,bajaCalifornia,heatLow,2025,q2a,dem,0
mexico,bajaCalifornia,heatLow,2030,q2a,dem,0
mexico,bajaCalifornia,heatLow,2035,q2a,dem,0
mexico,bajaCalifornia,heatLow,2040,q2a,dem,0
mexico,bajaCalifornia,heatLow,2045,q2a,dem,0
mexico,bajaCalifornia,heatLow,2050,q2a,dem,0
mexico,bajaCalifornia,heatLow,2020,q3n,dem,0
mexico,bajaCalifornia,heatLow,2025,q3n,dem,0
mexico,bajaCalifornia,heatLow,2030,q3n,dem,0
mexico,bajaCalifornia,heatLow,2035,q3n,dem,0
mexico,bajaCalifornia,heatLow,2040,q3n,dem,0
mexico,bajaCalifornia,heatLow,2045,q3n,dem,0
mexico,bajaCalifornia,heatLow,2050,q3n,dem,0
mexico,bajaCalifornia,heatLow,2020,q3m,dem,0
mexico,bajaCalifornia,heatLow,2025,q3m,dem,0
mexico,bajaCalifornia,heatLow,2030,q3m,dem,0
mexico,bajaCalifornia,heatLow,2035,q3m,dem,0
mexico,bajaCalifornia,heatLow,2040,q3m,dem,0
mexico,bajaCalifornia,heatLow,2045,q3m,dem,0
mexico,bajaCalifornia,heatLow,2050,q3m,dem,0
mexico,bajaCalifornia,heatLow,2020,q3p,dem,0
mexico,bajaCalifornia,heatLow,2025,q3p,dem,0
mexico,bajaCalifornia,heatLow,2030,q3p,dem,0
mexico,bajaCalifornia,heatLow,2035,q3p,dem,0
mexico,bajaCalifornia,heatLow,2040,q3p,dem,0
mexico,bajaCalifornia,heatLow,2045,q3p,dem,0
mexico,bajaCalifornia,heatLow,2050,q3p,dem,0
mexico,bajaCalifornia,heatLow,2020,q3a,dem,0
mexico,bajaCalifornia,heatLow,2025,q3a,dem,0
mexico,bajaCalifornia,heatLow,2030,q3a,dem,0
mexico,bajaCalifornia,heatLow,2035,q3a,dem,0
mexico,bajaCalifornia,heatLow,2040,q3a,dem,0
mexico,bajaCalifornia,heatLow,2045,q3a,dem,0
mexico,bajaCalifornia,heatLow,2050,q3a,dem,0
mexico,bajaCalifornia,heatLow,2020,q4n,dem,0
mexico,bajaCalifornia,heatLow,2025,q4n,dem,0
mexico,bajaCalifornia,heatLow,2030,q4n,dem,0
mexico,bajaCalifornia,heatLow,2035,q4n,dem,0
mexico,bajaCalifornia,heatLow,2040,q4n,dem,0
mexico,bajaCalifornia,heatLow,2045,q4n,dem,0
mexico,bajaCalifornia,heatLow,2050,q4n,dem,0
mexico,bajaCalifornia,heatLow,2020,q4m,dem,0
mexico,bajaCalifornia,heatLow,2025,q4m,dem,0
mexico,bajaCalifornia,heatLow,2030,q4m,dem,0
mexico,bajaCalifornia,heatLow,2035,q4m,dem,0
mexico,bajaCalifornia,heatLow,2040,q4m,dem,0
mexico,bajaCalifornia,heatLow,2045,q4m,dem,0
mexico,bajaCalifornia,heatLow,2050,q4m,dem,0
mexico,bajaCalifornia,heatLow,2020,q4p,dem,0
mexico,bajaCalifornia,heatLow,2025,q4p,dem,0
mexico,bajaCalifornia,heatLow,2030,q4p,dem,0
mexico,bajaCalifornia,heatLow,2035,q4p,dem,0
mexico,bajaCalifornia,heatLow,2040,q4p,dem,0
mexico,bajaCalifornia,heatLow,2045,q4p,dem,0
mexico,bajaCalifornia,heatLow,2050,q4p,dem,0
mexico,bajaCalifornia,heatLow,2020,q4a,dem,0
mexico,bajaCalifornia,heatLow,2025,q4a,dem,0
mexico,bajaCalifornia,heatLow,2030,q4a,dem,0
mexico,bajaCalifornia,heatLow,2035,q4a,dem,0
mexico,bajaCalifornia,heatLow,2040,q4a,dem,0
mexico,bajaCalifornia,heatLow,2045,q4a,dem,0
mexico,bajaCalifornia,heatLow,2050,q4a,dem,0
mexico,bajaCalifornia,mobilityPassenger,2020,q1n,dem,0.27
mexico,bajaCalifornia,mobilityPassenger,2025,q1n,dem,0.3
mexico,bajaCalifornia,mobilityPassenger,2030,q1n,dem,0.33
mexico,bajaCalifornia,mobilityPassenger,2035,q1n,dem,0.36
mexico,bajaCalifornia,mobilityPassenger,2040,q1n,dem,0.4
mexico,bajaCalifornia,mobilityPassenger,2045,q1n,dem,0.44
mexico,bajaCalifornia,mobilityPassenger,2050,q1n,dem,0.48
mexico,bajaCalifornia,mobilityPassenger,2020,q1m,dem,0.38
mexico,bajaCalifornia,mobilityPassenger,2025,q1m,dem,0.42
mexico,bajaCalifornia,mobilityPassenger,2030,q1m,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2035,q1m,dem,0.5
mexico,bajaCalifornia,mobilityPassenger,2040,q1m,dem,0.55
mexico,bajaCalifornia,mobilityPassenger,2045,q1m,dem,0.61
mexico,bajaCalifornia,mobilityPassenger,2050,q1m,dem,0.67
mexico,bajaCalifornia,mobilityPassenger,2020,q1p,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2025,q1p,dem,0.5
mexico,bajaCalifornia,mobilityPassenger,2030,q1p,dem,0.55
mexico,bajaCalifornia,mobilityPassenger,2035,q1p,dem,0.6
mexico,bajaCalifornia,mobilityPassenger,2040,q1p,dem,0.66
mexico,bajaCalifornia,mobilityPassenger,2045,q1p,dem,0.73
mexico,bajaCalifornia,mobilityPassenger,2050,q1p,dem,0.8
mexico,bajaCalifornia,mobilityPassenger,2020,q1a,dem,0.32
mexico,bajaCalifornia,mobilityPassenger,2025,q1a,dem,0.35
mexico,bajaCalifornia,mobilityPassenger,2030,q1a,dem,0.38
mexico,bajaCalifornia,mobilityPassenger,2035,q1a,dem,0.42
mexico,bajaCalifornia,mobilityPassenger,2040,q1a,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2045,q1a,dem,0.5
mexico,bajaCalifornia,mobilityPassenger,2050,q1a,dem,0.55
mexico,bajaCalifornia,mobilityPassenger,2020,q2n,dem,0.11
mexico,bajaCalifornia,mobilityPassenger,2025,q2n,dem,0.13
mexico,bajaCalifornia,mobilityPassenger,2030,q2n,dem,0.14
mexico,bajaCalifornia,mobilityPassenger,2035,q2n,dem,0.15
mexico,bajaCalifornia,mobilityPassenger,2040,q2n,dem,0.17
mexico,bajaCalifornia,mobilityPassenger,2045,q2n,dem,0.18
mexico,bajaCalifornia,mobilityPassenger,2050,q2n,dem,0.2
mexico,bajaCalifornia,mobilityPassenger,2020,q2m,dem,0.27
mexico,bajaCalifornia,mobilityPassenger,2025,q2m,dem,0.29
mexico,bajaCalifornia,mobilityPassenger,2030,q2m,dem,0.32
mexico,bajaCalifornia,mobilityPassenger,2035,q2m,dem,0.35
mexico,bajaCalifornia,mobilityPassenger,2040,q2m,dem,0.39
mexico,bajaCalifornia,mobilityPassenger,2045,q2m,dem,0.43
mexico,bajaCalifornia,mobilityPassenger,2050,q2m,dem,0.47
mexico,bajaCalifornia,mobilityPassenger,2020,q2p,dem,0.44
mexico,bajaCalifornia,mobilityPassenger,2025,q2p,dem,0.48
mexico,bajaCalifornia,mobilityPassenger,2030,q2p,dem,0.53
mexico,bajaCalifornia,mobilityPassenger,2035,q2p,dem,0.58
mexico,bajaCalifornia,mobilityPassenger,2040,q2p,dem,0.64
mexico,bajaCalifornia,mobilityPassenger,2045,q2p,dem,0.7
mexico,bajaCalifornia,mobilityPassenger,2050,q2p,dem,0.77
mexico,bajaCalifornia,mobilityPassenger,2020,q2a,dem,0.31
mexico,bajaCalifornia,mobilityPassenger,2025,q2a,dem,0.34
mexico,bajaCalifornia,mobilityPassenger,2030,q2a,dem,0.38
mexico,bajaCalifornia,mobilityPassenger,2035,q2a,dem,0.42
mexico,bajaCalifornia,mobilityPassenger,2040,q2a,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2045,q2a,dem,0.5
mexico,bajaCalifornia,mobilityPassenger,2050,q2a,dem,0.55
mexico,bajaCalifornia,mobilityPassenger,2020,q3n,dem,0.13
mexico,bajaCalifornia,mobilityPassenger,2025,q3n,dem,0.14
mexico,bajaCalifornia,mobilityPassenger,2030,q3n,dem,0.15
mexico,bajaCalifornia,mobilityPassenger,2035,q3n,dem,0.17
mexico,bajaCalifornia,mobilityPassenger,2040,q3n,dem,0.18
mexico,bajaCalifornia,mobilityPassenger,2045,q3n,dem,0.2
mexico,bajaCalifornia,mobilityPassenger,2050,q3n,dem,0.22
mexico,bajaCalifornia,mobilityPassenger,2020,q3m,dem,0.27
mexico,bajaCalifornia,mobilityPassenger,2025,q3m,dem,0.29
mexico,bajaCalifornia,mobilityPassenger,2030,q3m,dem,0.32
mexico,bajaCalifornia,mobilityPassenger,2035,q3m,dem,0.35
mexico,bajaCalifornia,mobilityPassenger,2040,q3m,dem,0.39
mexico,bajaCalifornia,mobilityPassenger,2045,q3m,dem,0.43
mexico,bajaCalifornia,mobilityPassenger,2050,q3m,dem,0.47
mexico,bajaCalifornia,mobilityPassenger,2020,q3p,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2025,q3p,dem,0.51
mexico,bajaCalifornia,mobilityPassenger,2030,q3p,dem,0.56
mexico,bajaCalifornia,mobilityPassenger,2035,q3p,dem,0.61
mexico,bajaCalifornia,mobilityPassenger,2040,q3p,dem,0.67
mexico,bajaCalifornia,mobilityPassenger,2045,q3p,dem,0.74
mexico,bajaCalifornia,mobilityPassenger,2050,q3p,dem,0.81
mexico,bajaCalifornia,mobilityPassenger,2020,q3a,dem,0.31
mexico,bajaCalifornia,mobilityPassenger,2025,q3a,dem,0.34
mexico,bajaCalifornia,mobilityPassenger,2030,q3a,dem,0.37
mexico,bajaCalifornia,mobilityPassenger,2035,q3a,dem,0.41
mexico,bajaCalifornia,mobilityPassenger,2040,q3a,dem,0.45
mexico,bajaCalifornia,mobilityPassenger,2045,q3a,dem,0.5
mexico,bajaCalifornia,mobilityPassenger,2050,q3a,dem,0.54
mexico,bajaCalifornia,mobilityPassenger,2020,q4n,dem,0.37
mexico,bajaCalifornia,mobilityPassenger,2025,q4n,dem,0.4
mexico,bajaCalifornia,mobilityPassenger,2030,q4n,dem,0.44
mexico,bajaCalifornia,mobilityPassenger,2035,q4n,dem,0.49
mexico,bajaCalifornia,mobilityPassenger,2040,q4n,dem,0.53
mexico,bajaCalifornia,mobilityPassenger,2045,q4n,dem,0.59
mexico,bajaCalifornia,mobilityPassenger,2050,q4n,dem,0.65
mexico,bajaCalifornia,mobilityPassenger,2020,q4m,dem,0.26
mexico,bajaCalifornia,mobilityPassenger,2025,q4m,dem,0.29
mexico,bajaCalifornia,mobilityPassenger,2030,q4m,dem,0.31
mexico,bajaCalifornia,mobilityPassenger,2035,q4m,dem,0.34
mexico,bajaCalifornia,mobilityPassenger,2040,q4m,dem,0.38
mexico,bajaCalifornia,mobilityPassenger,2045,q4m,dem,0.42
mexico,bajaCalifornia,mobilityPassenger,2050,q4m,dem,0.46
mexico,bajaCalifornia,mobilityPassenger,2020,q4p,dem,0.59
mexico,bajaCalifornia,mobilityPassenger,2025,q4p,dem,0.64
mexico,bajaCalifornia,mobilityPassenger,2030,q4p,dem,0.71
mexico,bajaCalifornia,mobilityPassenger,2035,q4p,dem,0.78
mexico,bajaCalifornia,mobilityPassenger,2040,q4p,dem,0.85
mexico,bajaCalifornia,mobilityPassenger,2045,q4p,dem,0.94
mexico,bajaCalifornia,mobilityPassenger,2050,q4p,dem,1.03
mexico,bajaCalifornia,mobilityPassenger,2020,q4a,dem,0.17
mexico,bajaCalifornia,mobilityPassenger,2025,q4a,dem,0.18
mexico,bajaCalifornia,mobilityPassenger,2030,q4a,dem,0.2
mexico,bajaCalifornia,mobilityPassenger,2035,q4a,dem,0.22
mexico,bajaCalifornia,mobilityPassenger,2040,q4a,dem,0.24
mexico,bajaCalifornia,mobilityPassenger,2045,q4a,dem,0.27
mexico,bajaCalifornia,mobilityPassenger,2050,q4a,dem,0.29
mexico,bajaCaliforniaSur,heatHigh,2020,q1n,dem,0.34
mexico,bajaCaliforniaSur,heatHigh,2025,q1n,dem,0.38
mexico,bajaCaliforniaSur,heatHigh,2030,q1n,dem,0.42
mexico,bajaCaliforniaSur,heatHigh,2035,q1n,dem,0.47
mexico,bajaCaliforniaSur,heatHigh,2040,q1n,dem,0.53
mexico,bajaCaliforniaSur,heatHigh,2045,q1n,dem,0.59
mexico,bajaCaliforniaSur,heatHigh,2050,q1n,dem,0.66
mexico,bajaCaliforniaSur,heatHigh,2020,q1m,dem,0.16
mexico,bajaCaliforniaSur,heatHigh,2025,q1m,dem,0.18
mexico,bajaCaliforniaSur,heatHigh,2030,q1m,dem,0.2
mexico,bajaCaliforniaSur,heatHigh,2035,q1m,dem,0.22
mexico,bajaCaliforniaSur,heatHigh,2040,q1m,dem,0.25
mexico,bajaCaliforniaSur,heatHigh,2045,q1m,dem,0.28
mexico,bajaCaliforniaSur,heatHigh,2050,q1m,dem,0.31
mexico,bajaCaliforniaSur,heatHigh,2020,q1p,dem,0.47
mexico,bajaCaliforniaSur,heatHigh,2025,q1p,dem,0.53
mexico,bajaCaliforniaSur,heatHigh,2030,q1p,dem,0.59
mexico,bajaCaliforniaSur,heatHigh,2035,q1p,dem,0.66
mexico,bajaCaliforniaSur,heatHigh,2040,q1p,dem,0.74
mexico,bajaCaliforniaSur,heatHigh,2045,q1p,dem,0.83
mexico,bajaCaliforniaSur,heatHigh,2050,q1p,dem,0.93
mexico,bajaCaliforniaSur,heatHigh,2020,q1a,dem,0.19
mexico,bajaCaliforniaSur,heatHigh,2025,q1a,dem,0.21
mexico,bajaCaliforniaSur,heatHigh,2030,q1a,dem,0.24
mexico,bajaCaliforniaSur,heatHigh,2035,q1a,dem,0.27
mexico,bajaCaliforniaSur,heatHigh,2040,q1a,dem,0.3
mexico,bajaCaliforniaSur,heatHigh,2045,q1a,dem,0.34
mexico,bajaCaliforniaSur,heatHigh,2050,q1a,dem,0.38
mexico,bajaCaliforniaSur,heatHigh,2020,q2n,dem,0.32
mexico,bajaCaliforniaSur,heatHigh,2025,q2n,dem,0.36
mexico,bajaCaliforniaSur,heatHigh,2030,q2n,dem,0.4
mexico,bajaCaliforniaSur,heatHigh,2035,q2n,dem,0.45
mexico,bajaCaliforniaSur,heatHigh,2040,q2n,dem,0.5
mexico,bajaCaliforniaSur,heatHigh,2045,q2n,dem,0.56
mexico,bajaCaliforniaSur,heatHigh,2050,q2n,dem,0.63
mexico,bajaCaliforniaSur,heatHigh,2020,q2m,dem,0.16
mexico,bajaCaliforniaSur,heatHigh,2025,q2m,dem,0.18
mexico,bajaCaliforniaSur,heatHigh,2030,q2m,dem,0.2
mexico,bajaCaliforniaSur,heatHigh,2035,q2m,dem,0.22
mexico,bajaCaliforniaSur,heatHigh,2040,q2m,dem,0.25
mexico,bajaCaliforniaSur,heatHigh,2045,q2m,dem,0.28
